1.0000000000	number of
1.0000000000	this paper
0.7520590134	data
0.7518480634	magnetic
0.7291112578	information
0.7271637794	paper
0.7199171382	function
0.7193779672	model
0.7164531028	number
0.7008918012	language
0.6943756832	logic
0.6912286740	set
0.6829227434	circuit
0.6702080708	problem
0.6701580708	machine
0.6039279862	design
0.5975834885	storage
0.5232610196	functions
0.5177395234	this
0.5167911596	digital
0.5094367632	problems
0.5090572434	techniques
0.5084484029	switching
0.5034314859	program
0.5022659767	elements
0.5016659767	circuits
0.4807063828	1
0.4697009160	method
0.4019289869	of
0.3229132569	n
0.3030064575	all
0.2964939995	each
0.2925674316	was
0.2899238027	using
0.2892607907	these
0.2876185532	new
0.2865744356	may
0.2841049349	some
0.2802592816	use
0.2779055895	two
0.2770466369	described
0.2763707150	at
0.2751720427	one
0.2751427069	it
0.2749490178	used
0.2747383437	can
0.2744883437	been
0.2743968493	not
0.2737301827	system
0.2729634834	has
0.2717630737	from
0.2711345050	given
0.2703753331	an
0.2695851805	such
0.2692067061	or
0.2677485332	computer
0.2674281832	time
0.2661676130	the
0.2627258070	be
0.2626270910	a
0.2617541635	that
0.2612361683	with
0.2612361683	by
0.2611579707	which
0.2611159946	are
0.2610325902	as
0.2601109441	is
0.2597213053	for
0.2596846210	in
0.2586431078	to
0.2586431078	and
0.2573555787	on
